1486508401000,230,46
1486508701000,230,46
1486509007000,230,45
1486509304000,230,45
1486509607000,230,45
1486509907000,230,44
1486510201000,230,44
1486510508000,230,44
1486510801000,230,44
1486511104000,230,45
1486511404000,230,45
1486511701000,230,45
1486512004000,230,45
1486512301000,230,45
1486512604000,230,46
1486512901000,230,45
1486513204000,230,46
1486513501000,230,45
1486513801000,230,46
1486514101000,230,46
1486514401000,230,46
1486514701000,230,46
1486515007000,230,45
1486515304000,230,46
1486515601000,230,45
1486515902000,230,46
1486516208000,230,45
1486516504000,230,46
1486516804000,230,46
1486517104000,230,46
1486517401000,230,45
1486517701000,230,46
1486518004000,230,46
1486518301000,230,46
1486518607000,230,46
1486518904000,230,47
1486519204000,230,47
1486519504000,230,47
1486519807000,230,46
1486520104000,230,47
1486520401000,230,46
1486520707000,230,46
1486521004000,230,47
1486521304000,230,46
1486521613000,230,45
1486521907000,230,46
1486522204000,230,46
1486522510000,230,46
1486522802000,230,46
1486523101000,230,47
1486523407000,230,46
1486523702000,230,46
1486524007000,230,47
1486524302000,230,46
1486524601000,230,47
1486524904000,230,47
1486525205000,230,47
1486525504000,230,47
1486525801000,230,47
1486526104000,230,47
1486526401000,230,46
1486526701000,230,47
1486527001000,230,46
1486527301000,230,46
1486527601000,230,47
1486527911000,230,46
1486528201000,230,46
1486528501000,230,47
1486528801000,230,47
1486529101000,230,47
1486529404000,230,47
1486529704000,230,47
1486530004000,230,47
1486530301000,230,47
1486530601000,230,47
1486530904000,230,47
1486531201000,230,47
1486531502000,220,48
1486531804000,230,47
1486532101000,230,47
1486532407000,230,46
1486532707000,230,46
1486533005000,230,47
1486533301000,230,46
1486533607000,230,46
1486533905000,230,47
1486534204000,230,47
1486534504000,230,47
1486534805000,230,46
1486535104000,230,46
1486535401000,230,45
1486535702000,230,46
1486536001000,230,47
1486536305000,230,47
1486536604000,230,47
1486536904000,230,47
1486537201000,230,46
1486537504000,230,45
1486537801000,230,45
1486538101000,230,46
1486538401000,230,46
1486538704000,230,46
1486539005000,230,46
1486539304000,220,46
1486539604000,220,46
1486539902000,220,46
1486540204000,230,46
1486540501000,230,45
1486540801000,230,46
1486541104000,220,46
1486541411000,230,45
1486541704000,230,46
1486542004000,230,46
1486542301000,230,46
1486542610000,230,45
1486542907000,230,45
1486543204000,230,46
1486543504000,230,46
1486543807000,230,46
1486544104000,230,46
1486544404000,220,46
1486544701000,220,46
1486545001000,220,46
1486545307000,230,45
1486545601000,220,45
1486545901000,230,46
1486546204000,230,46
1486546504000,230,46
1486546801000,230,46
1486547101000,230,46
1486547401000,230,46
1486547701000,230,46
1486548007000,230,46
1486548301000,230,45
1486548604000,230,46
1486548901000,230,46
1486549204000,230,46
1486549501000,230,46
1486549801000,230,46
1486550104000,230,46
1486550401000,230,46
1486550701000,230,46
1486551001000,230,46
1486551304000,230,46
1486551604000,230,46
1486551904000,230,46
1486552207000,230,46
1486552505000,230,46
1486552801000,230,46
1486553104000,230,46
1486553402000,230,45
1486553704000,230,46
1486554004000,230,46
1486554301000,230,45
1486554604000,210,29
1486554901000,210,22
1486555205000,200,20
1486555504000,190,19
1486555805000,190,19
1486556101000,190,19
1486556401000,190,19
1486556701000,190,19
1486557001000,180,19
1486557304000,180,19
1486557604000,180,19
1486557904000,180,19
1486558201000,180,19
1486558507000,180,19
1486558801000,180,19
1486559105000,170,19
1486559404000,170,19
1486559704000,170,19
1486560004000,170,19
1486560304000,170,19
1486560604000,170,19
1486560901000,170,19
1486561201000,170,19
1486561504000,170,19
1486561804000,180,19
1486562101000,180,19
1486562404000,180,20
1486562704000,190,19
1486563001000,190,19
1486563304000,190,19
1486563604000,190,20
1486563901000,190,20
1486564204000,210,20
1486564502000,210,20
1486564801000,210,20
1486565104000,210,20
1486565401000,210,20
1486565701000,210,20
1486566004000,210,20
1486566304000,210,20
1486566607000,210,20
1486566904000,210,20
1486567201000,210,20
1486567507000,210,20
1486567804000,210,20
1486568104000,210,21
1486568404000,210,25
1486568704000,210,29
1486569004000,210,31
1486569301000,210,29
1486569604000,210,33
1486569904000,210,33
1486570202000,210,31
1486570504000,210,33
1486570801000,210,31
1486571101000,210,33
1486571404000,210,34
1486571704000,210,35
1486572004000,210,35
1486572304000,210,34
1486572601000,210,33
1486572901000,210,35
1486573201000,210,35
1486573501000,210,35
1486573808000,210,34
1486574101000,210,34
1486574402000,210,35
1486574704000,210,36
1486575007000,210,35
1486575307000,220,36
1486575604000,210,38
1486575901000,210,36
1486576204000,210,39
1486576501000,220,37
1486576807000,210,38
1486577104000,210,39
1486577401000,220,38
1486577707000,210,37
1486578001000,210,37
1486578301000,210,38
1486578605000,220,38
1486578901000,220,36
1486579201000,220,37
1486579504000,220,37
1486579804000,220,37
1486580101000,220,35
1486580401000,220,38
1486580704000,220,38
1486581001000,220,37
1486581304000,220,39
1486581604000,220,39
1486581901000,220,37
1486582204000,220,39
1486582501000,220,38
1486582808000,220,38
1486583101000,220,37
1486583404000,220,39
1486583705000,220,40
1486584004000,220,39
1486584304000,220,40
1486584602000,220,38
1486584905000,220,40
1486585204000,220,40
1486585504000,220,40
1486585804000,220,40
1486586105000,220,41
1486586401000,220,39
1486586701000,220,41
1486587001000,220,41
1486587301000,230,40
1486587601000,230,40
1486587901000,230,40
1486588204000,230,40
1486588502000,230,38
1486588801000,230,40
1486589101000,230,40
1486589405000,220,36
1486589701000,230,38
1486590007000,230,38
1486590308000,230,38
1486590601000,220,34
1486590953000,220,33
1486591201000,220,33
1486591504000,230,40
1486591801000,230,38
1486592101000,230,40
1486592402000,230,40
1486592701000,230,40
1486593004000,230,40
1486593304000,230,39
1486593601000,230,38
1486593901000,230,39
1486594201000,230,39
1486594502000,230,39
